# Weather station Athens (airport), Greece, METAR=LGAV,selection from 07.06.2017 till 30.06.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LGAV&lang=en
#
"Local time in Athens (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"23.06.2017 09:50";"30.0";"756.0";"762.8";"31";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"23.06.2017 09:20";"28.0";"755.9";"762.8";"42";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"23.06.2017 08:50";"28.0";"755.9";"762.8";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"23.06.2017 08:20";"26.0";"755.9";"762.8";"42";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 07:50";"25.0";"755.0";"762.0";"47";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"23.06.2017 07:20";"22.0";"755.0";"762.0";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"23.06.2017 06:50";"20.0";"754.9";"762.0";"60";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 06:20";"17.0";"754.9";"762.0";"77";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 05:50";"17.0";"754.9";"762.0";"77";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 05:20";"18.0";"754.9";"762.0";"73";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 04:50";"18.0";"754.9";"762.0";"73";"Wind blowing from the west-northwest";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 04:20";"18.0";"754.9";"762.0";"73";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 03:50";"19.0";"754.9";"762.0";"68";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 03:20";"21.0";"755.0";"762.0";"60";"Wind blowing from the north-northeast";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 02:50";"23.0";"755.0";"762.0";"50";"Wind blowing from the north-northeast";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"12.0";
"23.06.2017 02:20";"21.0";"755.0";"762.0";"64";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"23.06.2017 01:50";"21.0";"755.0";"762.0";"64";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"23.06.2017 01:20";"23.0";"755.0";"762.0";"57";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"23.06.2017 00:50";"22.0";"755.0";"762.0";"57";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"23.06.2017 00:20";"23.0";"755.0";"762.0";"57";"Wind blowing from the west-southwest";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"22.06.2017 23:50";"23.0";"755.0";"762.0";"57";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"22.06.2017 23:20";"22.0";"755.0";"762.0";"61";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"22.06.2017 22:50";"23.0";"755.0";"762.0";"57";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"22.06.2017 22:20";"26.0";"755.1";"762.0";"42";"Wind blowing from the south-west";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"12.0";
"22.06.2017 21:50";"26.0";"755.1";"762.0";"45";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"22.06.2017 21:20";"26.0";"754.3";"761.2";"48";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"22.06.2017 20:50";"26.0";"754.3";"761.2";"45";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"22.06.2017 20:20";"28.0";"754.3";"761.2";"35";"Wind blowing from the south-southwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"22.06.2017 19:50";"29.0";"754.3";"761.2";"35";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"12.0";
"22.06.2017 19:20";"30.0";"754.4";"761.2";"31";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"22.06.2017 18:50";"30.0";"754.4";"761.2";"29";"Wind blowing from the south-east";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 18:20";"31.0";"754.4";"761.2";"27";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 17:50";"31.0";"754.4";"761.2";"29";"Wind blowing from the east-northeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"22.06.2017 17:20";"32.0";"754.4";"761.2";"21";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"7.0";
"22.06.2017 16:50";"33.0";"754.4";"761.2";"21";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"22.06.2017 16:20";"32.0";"754.4";"761.2";"22";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"22.06.2017 15:50";"32.0";"754.4";"761.2";"22";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"22.06.2017 15:20";"32.0";"755.2";"762.0";"24";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"9.0";
"22.06.2017 14:50";"31.0";"755.2";"762.0";"27";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 14:20";"32.0";"755.2";"762.0";"26";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 13:50";"31.0";"755.2";"762.0";"27";"Wind blowing from the east-northeast";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 13:20";"31.0";"755.2";"762.0";"27";"Wind blowing from the east";"5";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 12:50";"31.0";"755.2";"762.0";"27";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"22.06.2017 12:20";"31.0";"755.2";"762.0";"29";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"22.06.2017 11:50";"31.0";"755.2";"762.0";"31";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"22.06.2017 11:20";"30.0";"755.2";"762.0";"35";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"22.06.2017 10:50";"29.0";"755.1";"762.0";"37";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"22.06.2017 10:20";"29.0";"754.3";"761.2";"37";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"22.06.2017 09:50";"28.0";"754.3";"761.2";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"22.06.2017 09:20";"27.0";"754.3";"761.2";"45";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"22.06.2017 08:50";"25.0";"754.3";"761.2";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"22.06.2017 08:20";"24.0";"754.2";"761.2";"57";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"22.06.2017 07:50";"22.0";"754.2";"761.2";"69";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"22.06.2017 07:20";"20.0";"754.1";"761.2";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"22.06.2017 06:50";"18.0";"754.1";"761.2";"73";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"22.06.2017 06:20";"17.0";"754.1";"761.2";"77";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"22.06.2017 05:50";"17.0";"753.4";"760.5";"77";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"22.06.2017 05:20";"17.0";"753.4";"760.5";"77";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"22.06.2017 04:50";"17.0";"753.4";"760.5";"83";"Wind blowing from the south-southwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 04:20";"18.0";"753.4";"760.5";"78";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 03:50";"17.0";"753.4";"760.5";"83";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 03:20";"18.0";"754.1";"761.2";"78";"Wind blowing from the west";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 02:50";"18.0";"754.1";"761.2";"78";"Wind blowing from the west-southwest";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 02:20";"19.0";"754.1";"761.2";"73";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 01:50";"19.0";"754.1";"761.2";"78";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"22.06.2017 01:20";"19.0";"754.1";"761.2";"73";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 00:50";"19.0";"754.1";"761.2";"73";"Wind blowing from the west-southwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"22.06.2017 00:20";"20.0";"754.1";"761.2";"69";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"21.06.2017 23:50";"20.0";"754.1";"761.2";"69";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"21.06.2017 23:20";"20.0";"754.1";"761.2";"69";"Wind blowing from the south-west";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"21.06.2017 22:50";"20.0";"754.1";"761.2";"69";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"21.06.2017 22:20";"24.0";"753.5";"760.5";"50";"Wind blowing from the west-southwest";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 21:50";"23.0";"753.5";"760.5";"53";"Wind blowing from the west-southwest";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 21:20";"25.0";"753.6";"760.5";"44";"Wind blowing from the north-northwest";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 20:50";"25.0";"753.6";"760.5";"44";"Wind blowing from the north-west";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 20:20";"26.0";"753.6";"760.5";"42";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 19:50";"26.0";"753.6";"760.5";"42";"Wind blowing from the north-northeast";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 19:20";"27.0";"753.6";"760.5";"39";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 18:50";"27.0";"753.6";"760.5";"39";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 18:20";"27.0";"753.6";"760.5";"39";"Wind blowing from the east-northeast";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 17:50";"28.0";"753.6";"760.5";"37";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 17:20";"28.0";"753.6";"760.5";"40";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 16:50";"28.0";"753.6";"760.5";"37";"Wind blowing from the east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 16:20";"29.0";"753.7";"760.5";"35";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 15:50";"29.0";"753.7";"760.5";"35";"Wind blowing from the east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 15:20";"29.0";"753.7";"760.5";"35";"Wind blowing from the east-northeast";"5";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"12.0";
"21.06.2017 14:50";"29.0";"753.7";"760.5";"35";"Wind blowing from the east-northeast";"4";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"12.0";
"21.06.2017 14:20";"29.0";"753.7";"760.5";"35";"Wind blowing from the east-northeast";"7";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"12.0";
"21.06.2017 13:50";"29.0";"753.7";"760.5";"35";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 13:20";"29.0";"754.3";"761.2";"35";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 12:50";"28.0";"754.3";"761.2";"35";"Wind blowing from the east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"11.0";
"21.06.2017 12:20";"28.0";"754.3";"761.2";"35";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"11.0";
"21.06.2017 11:50";"28.0";"754.3";"761.2";"37";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 11:20";"28.0";"754.3";"761.2";"37";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 10:50";"28.0";"754.3";"761.2";"35";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"11.0";
"21.06.2017 10:20";"27.0";"754.3";"761.2";"42";"Wind blowing from the east-southeast";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 09:50";"26.0";"754.3";"761.2";"45";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 09:20";"25.0";"754.3";"761.2";"47";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 08:50";"23.0";"754.2";"761.2";"53";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 08:20";"22.0";"753.5";"760.5";"65";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"21.06.2017 07:50";"21.0";"753.5";"760.5";"69";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"21.06.2017 07:20";"19.0";"753.4";"760.5";"73";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"21.06.2017 06:50";"20.0";"753.4";"760.5";"64";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"21.06.2017 06:20";"19.0";"753.4";"760.5";"64";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"12.0";
"21.06.2017 05:50";"17.0";"753.4";"760.5";"73";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"12.0";
"21.06.2017 05:20";"18.0";"753.4";"760.5";"68";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"12.0";
"21.06.2017 04:50";"19.0";"753.4";"760.5";"60";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"11.0";
"21.06.2017 04:20";"19.0";"753.4";"760.5";"60";"Wind blowing from the west-northwest";"1";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"11.0";
"21.06.2017 03:50";"20.0";"753.4";"760.5";"60";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"12.0";
"21.06.2017 03:20";"19.0";"753.4";"760.5";"64";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.06.2017 02:50";"19.0";"753.4";"760.5";"64";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.06.2017 02:20";"20.0";"754.1";"761.2";"60";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"21.06.2017 01:50";"19.0";"754.1";"761.2";"68";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"21.06.2017 01:20";"20.0";"754.1";"761.2";"56";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"21.06.2017 00:50";"21.0";"755.0";"762.0";"53";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"21.06.2017 00:20";"20.0";"754.9";"762.0";"60";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 23:50";"19.0";"754.9";"762.0";"64";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 23:20";"19.0";"754.9";"762.0";"68";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"20.06.2017 22:50";"20.0";"754.9";"762.0";"60";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 22:20";"22.0";"755.0";"762.0";"57";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"20.06.2017 21:50";"23.0";"755.0";"762.0";"50";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 21:20";"23.0";"755.0";"762.0";"50";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 20:50";"24.0";"754.2";"761.2";"47";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 20:20";"25.0";"754.3";"761.2";"42";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 19:50";"26.0";"754.3";"761.2";"37";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"10.0";
"20.06.2017 19:20";"27.0";"754.3";"761.2";"32";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"9.0";
"20.06.2017 18:50";"28.0";"754.3";"761.2";"30";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"9.0";
"20.06.2017 18:20";"27.0";"754.3";"761.2";"32";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"9.0";
"20.06.2017 17:50";"28.0";"754.3";"761.2";"32";"Wind blowing from the north-northeast";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"10.0";
"20.06.2017 17:20";"29.0";"755.1";"762.0";"29";"Wind blowing from the north-east";"8";"";"";"";"Scattered clouds (40-50%) 750 m";"10.0 and more";"9.0";
"20.06.2017 16:50";"29.0";"755.1";"762.0";"29";"Wind blowing from the east-northeast";"7";"";"";"";"Scattered clouds (40-50%) 750 m";"10.0 and more";"9.0";
"20.06.2017 16:20";"27.0";"755.1";"762.0";"32";"Wind blowing from the east";"6";"";"";"";"Scattered clouds (40-50%) 750 m";"10.0 and more";"9.0";
"20.06.2017 15:50";"28.0";"755.1";"762.0";"32";"Wind blowing from the east";"6";"";"";"";"Scattered clouds (40-50%) 750 m";"10.0 and more";"10.0";
"20.06.2017 15:20";"28.0";"755.9";"762.8";"32";"Wind blowing from the east";"6";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 14:50";"28.0";"755.9";"762.8";"32";"Wind blowing from the east-northeast";"6";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 14:20";"28.0";"755.9";"762.8";"35";"Wind blowing from the east";"6";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"11.0";
"20.06.2017 13:50";"28.0";"755.9";"762.8";"32";"Wind blowing from the east";"5";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 13:20";"28.0";"755.9";"762.8";"32";"Wind blowing from the north-northeast";"8";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 12:50";"28.0";"756.6";"763.5";"32";"Wind blowing from the east-northeast";"7";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 12:20";"27.0";"756.6";"763.5";"34";"Wind blowing from the north-east";"6";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 11:50";"27.0";"756.6";"763.5";"34";"Wind blowing from the north-east";"7";"12";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"10.0";
"20.06.2017 11:20";"26.0";"755.9";"762.8";"39";"Wind blowing from the north-east";"8";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"11.0";
"20.06.2017 10:50";"26.0";"756.6";"763.5";"39";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"11.0";
"20.06.2017 10:20";"26.0";"756.6";"763.5";"39";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"11.0";
"20.06.2017 09:50";"25.0";"756.5";"763.5";"42";"Wind blowing from the north-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 09:20";"25.0";"756.5";"763.5";"42";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 08:50";"24.0";"755.8";"762.8";"47";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"20.06.2017 08:20";"23.0";"755.8";"762.8";"47";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 07:50";"22.0";"755.8";"762.8";"50";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 07:20";"21.0";"755.7";"762.8";"53";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 06:50";"19.0";"755.7";"762.8";"60";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 06:20";"19.0";"755.7";"762.8";"60";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"20.06.2017 05:50";"18.0";"755.7";"762.8";"64";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 05:20";"19.0";"755.7";"762.8";"60";"Wind blowing from the north-northwest";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 04:50";"18.0";"755.7";"762.8";"64";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 04:20";"19.0";"755.7";"762.8";"60";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 03:50";"18.0";"755.7";"762.8";"64";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 03:20";"18.0";"755.7";"762.8";"64";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 02:50";"18.0";"755.7";"762.8";"64";"Wind blowing from the north";"3";"8";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 02:20";"17.0";"755.6";"762.8";"68";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 01:50";"17.0";"755.6";"762.8";"68";"Wind blowing from the north-northeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 01:20";"18.0";"755.7";"762.8";"64";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"20.06.2017 00:50";"19.0";"755.7";"762.8";"56";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"20.06.2017 00:20";"19.0";"755.7";"762.8";"56";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"19.06.2017 23:50";"18.0";"755.7";"762.8";"64";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"19.06.2017 23:20";"19.0";"755.7";"762.8";"60";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"19.06.2017 22:50";"19.0";"755.7";"762.8";"60";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
"19.06.2017 22:20";"21.0";"755.7";"762.8";"50";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"19.06.2017 21:50";"22.0";"755.0";"762.0";"44";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"9.0";
"19.06.2017 21:20";"21.0";"755.0";"762.0";"50";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"10.0";
"19.06.2017 20:50";"22.0";"755.0";"762.0";"50";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"11.0";
